Site,SRR7666488,SRR7666480,SRR7666591,SRR7666498,SRR7666581,SRR7666588,SRR7666487,SRR7666500,SRR7666592,SRR7666589,SRR7666595,SRR7666482,SRR7666494,SRR7666490,SRR7666354,SRR7666485,SRR7666497,SRR7666355,SRR7666358,SRR7666351,SRR7666586,SRR7666483,SRR7666357,SRR7666352,SRR7666484,SRR7666348,SRR7666583,SRR7666599,SRR7666495,SRR7666596,SRR7666347,SRR7666481,start,end
chr15_45635108_45658906,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,12.0,,,4.0,chr15_45635108,chr15_45658906
chr15_45636148_45658906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,chr15_45636148,chr15_45658906
chr15_45646008_45658906,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,chr15_45646008,chr15_45658906
chr15_47766677_47770496,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,chr15_47766677,chr15_47770496
chr15_47768748_47770496,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr15_47768748,chr15_47770496
chr15_48331795_48332267,6.0,,,15.0,,13.0,,,,,1.0,,9.0,,,,,,,,3.0,,,,,,3.0,,14.0,,,,chr15_48331795,chr15_48332267
chr15_48331479_48332267,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr15_48331479,chr15_48332267
chr15_48331726_48332267,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr15_48331726,chr15_48332267
chr15_48336629_48341288,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,chr15_48336629,chr15_48341288
chr15_48336090_48341288,,27.0,,27.0,,14.0,,,,,8.0,13.0,,,,,,,,,16.0,,,,,,,,12.0,,,,chr15_48336090,chr15_48341288
chr15_49137437_49139527,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,chr15_49137437,chr15_49139527
chr15_49137458_49139527,10.0,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,chr15_49137458,chr15_49139527
chr15_49161861_49201161,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,chr15_49161861,chr15_49201161
chr15_49170375_49201161,,,,,,,,,,,,,,,,,,,6.0,,,,3.0,,,,,,,,,,chr15_49170375,chr15_49201161
chr15_50424514_50432337,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,chr15_50424514,chr15_50432337
chr15_50424654_50432337,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr15_50424654,chr15_50432337
chr15_50424514_50439008,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,,,,,,,chr15_50424514,chr15_50439008
chr15_50424654_50439008,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,chr15_50424654,chr15_50439008
chr15_51954575_51958741,23.0,,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,4.0,,,chr15_51954575,chr15_51958741
chr15_51926872_51958741,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,26.0,1.0,10.0,,chr15_51926872,chr15_51958741
chr15_52564246_52569115,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,chr15_52564246,chr15_52569115
chr15_52568902_52569115,,,,,,,,2.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,chr15_52568902,chr15_52569115
chr15_55234956_55289715,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr15_55234956,chr15_55289715
chr15_55270284_55289715,,,,,,,,,,,,5.0,,,,,,,,,,,3.0,,,,,,,,,,chr15_55270284,chr15_55289715
chr15_58547649_58620485,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,chr15_58547649,chr15_58620485
chr15_58573148_58620485,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,chr15_58573148,chr15_58620485
chr15_58640960_58646054,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,chr15_58640960,chr15_58646054
chr15_58643978_58646054,,,,,,,,,,6.0,,,,,,,,,,,,,,40.0,,,13.0,,,1.0,,,chr15_58643978,chr15_58646054
chr15_58899937_58901259,,,,,3.0,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,chr15_58899937,chr15_58901259
chr15_58899883_58901259,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,chr15_58899883,chr15_58901259
chr15_60347689_60351192,,,,,,5.0,,,,,,,,,,,,,28.0,,,,27.0,,,,,,,,,,chr15_60347689,chr15_60351192
chr15_60349197_60351192,28.0,53.0,109.0,25.0,12.0,354.0,61.0,81.0,,49.0,45.0,14.0,274.0,3.0,330.0,60.0,72.0,272.0,230.0,217.0,1.0,21.0,364.0,185.0,3.0,510.0,161.0,111.0,139.0,162.0,432.0,50.0,chr15_60349197,chr15_60351192
chr15_60361054_60364428,,5.0,33.0,9.0,,90.0,23.0,51.0,,,,,138.0,,150.0,,,97.0,101.0,108.0,,,133.0,23.0,,205.0,1.0,45.0,,57.0,207.0,,chr15_60361054,chr15_60364428
chr15_60361486_60364428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,chr15_60361486,chr15_60364428
chr15_60364523_60386027,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,chr15_60364523,chr15_60386027
chr15_60382441_60386027,2.0,22.0,24.0,12.0,10.0,175.0,2.0,64.0,,6.0,37.0,,119.0,,150.0,25.0,59.0,109.0,101.0,137.0,10.0,,166.0,87.0,8.0,276.0,58.0,46.0,63.0,61.0,259.0,35.0,chr15_60382441,chr15_60386027
chr15_60386086_60397257,,3.0,,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,22.0,,chr15_60386086,chr15_60397257
chr15_60396427_60397257,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,chr15_60396427,chr15_60397257
chr15_60397338_60397942,,,,,,9.0,,,,,,16.0,,,,,,,,,,,15.0,,,,,,,,,,chr15_60397338,chr15_60397942
chr15_60396427_60397942,,,,,,,,15.0,,,,,,,,,,,1.0,44.0,,,,,,,,,,,,,chr15_60396427,chr15_60397942
chr15_60468162_60476062,,,,,,,,,,,,,,,95.0,,,,,,4.0,,,,,,,,,,,,chr15_60468162,chr15_60476062
chr15_60468322_60476062,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,2.0,chr15_60468322,chr15_60476062
chr15_60849940_61229052,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,chr15_60849940,chr15_61229052
chr15_61016035_61229052,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,chr15_61016035,chr15_61229052
chr15_61176456_61229052,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,chr15_61176456,chr15_61229052
chr15_63043831_63056984,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,chr15_63043831,chr15_63056984
chr15_63044152_63056984,,,,,5.0,,59.0,,,,,,,,,5.0,,,,,,8.0,,,,,26.0,,,,,2.0,chr15_63044152,chr15_63056984
chr15_63048707_63056984,,,4.0,,,13.0,,,,3.0,,4.0,,,,10.0,,,,,,,,,,,,,15.0,,20.0,,chr15_63048707,chr15_63056984
chr15_63060939_63061712,,,,,,,24.0,,,,,,,,,25.0,,,,,,,,,,,,,,,,,chr15_63060939,chr15_63061712
chr15_63061273_63061712,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,chr15_63061273,chr15_63061712
chr15_63061273_63062214,,,1.0,,17.0,46.0,79.0,,,7.0,,39.0,15.0,,,,,,,,,,,,,,,26.0,29.0,31.0,51.0,23.0,chr15_63061273,chr15_63062214
chr15_63061788_63062214,,,,,8.0,,64.0,,,,,,6.0,,,68.0,,,,,,,,,,,,,,,,,chr15_63061788,chr15_63062214
chr15_63223979_63244755,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,chr15_63223979,chr15_63244755
chr15_63189748_63244755,,,,,,,,,,,,,,,,,,,12.0,,,,4.0,18.0,,,,,,,,,chr15_63189748,chr15_63244755
chr15_63327233_63338818,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,chr15_63327233,chr15_63338818
chr15_63328130_63338818,,,3.0,,,,,,,,,,11.0,,,,,,,,,,,,,7.0,,3.0,,5.0,,,chr15_63328130,chr15_63338818
chr15_65263320_65286252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,chr15_65263320,chr15_65286252
chr15_65271072_65286252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,chr15_65271072,chr15_65286252
chr15_65447006_65451959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,chr15_65447006,chr15_65451959
chr15_65451110_65451959,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,chr15_65451110,chr15_65451959
chr15_65454415_65463760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,chr15_65454415,chr15_65463760
chr15_65456371_65463760,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,chr15_65456371,chr15_65463760
chr15_66501912_66502611,35.0,,,,43.0,25.0,,111.0,9.0,,13.0,,37.0,15.0,,37.0,48.0,33.0,,,82.0,1.0,114.0,,,42.0,,,26.0,,,,chr15_66501912,chr15_66502611
chr15_66501504_66502611,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,chr15_66501504,chr15_66502611
chr15_67209544_67231813,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,chr15_67209544,chr15_67231813
chr15_67226950_67231813,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,chr15_67226950,chr15_67231813
chr15_68784595_68787769,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,chr15_68784595,chr15_68787769
chr15_68787535_68787769,,,,10.0,,,,,,,,,,,,,,,11.0,,,,,,,,,,7.0,3.0,,,chr15_68787535,chr15_68787769
chr15_69453020_69455169,,,,,,,,,1.0,,,5.0,,,,,,,,,,7.0,,,,,,,,,,,chr15_69453020,chr15_69455169
chr15_69453721_69455169,9.0,32.0,,2.0,11.0,12.0,,33.0,,11.0,41.0,25.0,36.0,62.0,50.0,29.0,22.0,,,,33.0,26.0,35.0,70.0,,,,14.0,3.0,,,,chr15_69453721,chr15_69455169
chr15_70687820_70690453,13.0,2.0,,13.0,4.0,,,3.0,,,,,,,,,,,,40.0,,,13.0,,,,,,,,,,chr15_70687820,chr15_70690453
chr15_70689486_70690453,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,chr15_70689486,chr15_70690453
chr15_72353737_72355558,6.0,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,12.0,,chr15_72353737,chr15_72355558
chr15_72353178_72355558,,,,,,,,,10.0,,,,,,,,,,,,4.0,,,,,,,,,,,,chr15_72353178,chr15_72355558
chr15_72356617_72375719,8.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr15_72356617,chr15_72375719
chr15_72362466_72375719,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,chr15_72362466,chr15_72375719
chr15_74448558_74449185,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,chr15_74448558,chr15_74449185
chr15_74448600_74449185,,,,,,,,,,,2.0,,,,,,,,,,,22.0,,49.0,,,2.0,,,,,,chr15_74448600,chr15_74449185
chr15_74842417_74843003,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,chr15_74842417,chr15_74843003
chr15_74842420_74843003,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,3.0,,9.0,chr15_74842420,chr15_74843003
chr15_75352701_75354430,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr15_75352701,chr15_75354430
chr15_75354277_75354430,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,chr15_75354277,chr15_75354430
chr15_75422823_75430186,,,,,,,,,,,,,,11.0,,,,,12.0,,,,,,,,,,,,,8.0,chr15_75422823,chr15_75430186
chr15_75414311_75430186,,,,,,,,,,,,,,,,,,,,,,,,28.0,,,,,,,,,chr15_75414311,chr15_75430186
chr15_75854487_75868950,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,chr15_75854487,chr15_75868950
chr15_75859982_75868950,,15.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr15_75859982,chr15_75868950
chr15_76292700_76311349,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,chr15_76292700,chr15_76311349
chr15_76295737_76311349,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,chr15_76295737,chr15_76311349
chr15_76765454_76766917,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr15_76765454,chr15_76766917
chr15_76765638_76766917,2.0,,,,,,13.0,,,,,,10.0,,,,,,,,,,,,,,,,,,,,chr15_76765638,chr15_76766917
chr15_78288382_78289618,,,,,,15.0,38.0,,,,1.0,25.0,,,,,,,,,,,,,,,9.0,,16.0,,,,chr15_78288382,chr15_78289618
chr15_78288917_78289618,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,chr15_78288917,chr15_78289618
chr15_78542645_78544189,8.0,2.0,,,,,,,,,,18.0,,,,,11.0,,,55.0,,14.0,,14.0,13.0,,2.0,,10.0,6.0,,9.0,chr15_78542645,chr15_78544189
chr15_78542219_78544189,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr15_78542219,chr15_78544189
chr15_78893627_78894819,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,chr15_78893627,chr15_78894819
chr15_78894230_78894819,,,,,,6.0,9.0,,,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,chr15_78894230,chr15_78894819
chr15_80059809_80120327,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,6.0,,4.0,9.0,,,chr15_80059809,chr15_80120327
chr15_80072647_80120327,,,,,,,1.0,,,,,,,,,,,,,,,,,14.0,,,,,,,,,chr15_80072647,chr15_80120327
chr15_80098578_80120327,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,chr15_80098578,chr15_80120327
chr15_82986369_82987335,10.0,,,,,1.0,,,,,,,,,,,,,,,,,24.0,,,,6.0,,,,46.0,,chr15_82986369,chr15_82987335
chr15_82986561_82987335,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,chr15_82986561,chr15_82987335
chr15_88468024_88472626,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,8.0,,32.0,,chr15_88468024,chr15_88472626
chr15_88469145_88472626,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,chr15_88469145,chr15_88472626
chr15_88902231_88905756,,,,,,,,,,,,,,,,,,,,,,,,,,88.0,,,,,,,chr15_88902231,chr15_88905756
chr15_88901735_88905756,2.0,,,,,,,22.0,,,,,,4.0,,,,,,,,,7.0,,,,,,,,,,chr15_88901735,chr15_88905756
chr15_90088747_90102275,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,chr15_90088747,chr15_90102275
chr15_90091644_90102275,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,4.0,,,,,chr15_90091644,chr15_90102275
chr15_92900824_92924320,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,chr15_92900824,chr15_92924320
chr15_92901299_92924320,,,,55.0,,7.0,16.0,6.0,,,,3.0,22.0,,,13.0,,52.0,18.0,,3.0,,33.0,,,,,17.0,,,1.0,,chr15_92901299,chr15_92924320
chr15_92943068_92945820,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,chr15_92943068,chr15_92945820
chr15_92944515_92945820,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,4.0,,,,,chr15_92944515,chr15_92945820
chr15_92972360_92974878,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,chr15_92972360,chr15_92974878
chr15_92972417_92974878,,,,,,8.0,,,,,,,31.0,,,17.0,,,28.0,,,,,,,,,,,4.0,,,chr15_92972417,chr15_92974878
chr15_92989926_92991475,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,chr15_92989926,chr15_92991475
chr15_92985673_92991475,,,,,,1.0,20.0,,,,,,7.0,,,,,,,,,24.0,,,,,,,,,,,chr15_92985673,chr15_92991475
chr15_92992998_92996956,,,,,,,23.0,,,,,,12.0,,,,,,,,,16.0,,,,,,,,,,,chr15_92992998,chr15_92996956
chr15_92995926_92996956,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,chr15_92995926,chr15_92996956
chr15_99088933_99105778,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,chr15_99088933,chr15_99105778
chr15_99104084_99105778,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,chr15_99104084,chr15_99105778
chr15_99729731_99731717,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,chr15_99729731,chr15_99731717
chr15_99731198_99731717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,chr15_99731198,chr15_99731717
chr16_10761859_10769046,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,chr16_10761859,chr16_10769046
chr16_10768032_10769046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,chr16_10768032,chr16_10769046
chr16_11769095_11770782,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr16_11769095,chr16_11770782
chr16_11768501_11770782,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,chr16_11768501,chr16_11770782
chr16_11846843_11850278,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,chr16_11846843,chr16_11850278
chr16_11847806_11850278,,,6.0,,,4.0,15.0,38.0,,,2.0,58.0,54.0,13.0,104.0,39.0,,,,53.0,9.0,,6.0,23.0,,39.0,,,49.0,5.0,82.0,,chr16_11847806,chr16_11850278
chr16_15704123_15714908,4.0,12.0,,,,,,,2.0,,,,,34.0,,,,,,,,,,,,,,,,,,,chr16_15704123,chr16_15714908
chr16_15708841_15714908,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,chr16_15708841,chr16_15714908
chr16_16336137_16383663,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,chr16_16336137,chr16_16383663
chr16_16377056_16383663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,chr16_16377056,chr16_16383663
chr16_1685587_1698810,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,chr16_1685587,chr16_1698810
chr16_1697860_1698810,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,11.0,,,28.0,,chr16_1697860,chr16_1698810
chr16_1786655_1787676,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,chr16_1786655,chr16_1787676
chr16_1786955_1787676,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,chr16_1786955,chr16_1787676
chr16_19418092_19430412,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,chr16_19418092,chr16_19430412
chr16_19410773_19430412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,chr16_19410773,chr16_19430412
chr16_19505092_19510838,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,chr16_19505092,chr16_19510838
chr16_19507779_19510838,,,,,,,,,,,2.0,26.0,,,,,,,,,,,,,,,3.0,,,,43.0,,chr16_19507779,chr16_19510838
chr16_1959754_1961496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,,chr16_1959754,chr16_1961496
chr16_1961291_1961496,,,,,10.0,8.0,,23.0,,35.0,,,6.0,,,,,,38.0,63.0,,,,,,,,,11.0,,,,chr16_1961291,chr16_1961496
chr16_19652090_19669159,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,chr16_19652090,chr16_19669159
chr16_19661715_19669159,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr16_19661715,chr16_19669159
chr16_1977592_1977741,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,chr16_1977592,chr16_1977741
chr16_1977670_1977741,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,chr16_1977670,chr16_1977741
chr16_19764112_19788837,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,3.0,,,chr16_19764112,chr16_19788837
chr16_19733827_19788837,,,,,,,,,,,,,,,,,,46.0,,,,,,,,,,,,,,,chr16_19733827,chr16_19788837
chr16_208188_220648,9.0,,,,,7.0,,,,,,,,,,,6.0,60.0,,,,,,,,,,,,,,,chr16_208188,chr16_220648
chr16_208664_220648,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,chr16_208664,chr16_220648
chr16_22454865_22459354,,,,,,,30.0,,,,,8.0,,,,,,,,,,,,,,,,,,,,1.0,chr16_22454865,chr16_22459354
chr16_22455605_22459354,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,chr16_22455605,chr16_22459354
chr16_22465818_22467190,,,,,,,,,,,,4.0,,,,4.0,,,,,,,,,29.0,,,,,,,,chr16_22465818,chr16_22467190
chr16_22466269_22467190,,23.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,chr16_22466269,chr16_22467190
chr16_22498753_22513521,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,chr16_22498753,chr16_22513521
chr16_22507399_22513521,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,chr16_22507399,chr16_22513521
chr16_220747_227241,7.0,,,,,,7.0,,,,,,,,,,8.0,75.0,,,4.0,,,,,,,,,,,,chr16_220747,chr16_227241
chr16_208188_227241,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,chr16_208188,chr16_227241
chr16_23494378_23495693,,,,,,2.0,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,chr16_23494378,chr16_23495693
chr16_23495170_23495693,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,chr16_23495170,chr16_23495693
chr16_27226833_27233000,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr16_27226833,chr16_27233000
chr16_27226836_27233000,,,,,,,,,,,1.0,,,,,,,,26.0,,,,,,,60.0,3.0,,,3.0,,,chr16_27226836,chr16_27233000
chr16_2768261_2768996,,,,,,,,1.0,,4.0,,14.0,2.0,,,,,,,,,,,,,,,,,,,,chr16_2768261,chr16_2768996
chr16_2768599_2768996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,chr16_2768599,chr16_2768996
chr16_29446922_29551188,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,chr16_29446922,chr16_29551188
chr16_29447026_29551188,,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr16_29447026,chr16_29551188
chr16_29962232_29963109,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,chr16_29962232,chr16_29963109
chr16_29962132_29963109,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr16_29962132,chr16_29963109
chr16_30064505_30067233,,,3.0,,,,4.0,,,,,10.0,6.0,,,8.0,,,,,,,2.0,,,,1.0,3.0,,1.0,,,chr16_30064505,chr16_30067233
chr16_30065927_30067233,,10.0,,,,,10.0,8.0,,,5.0,29.0,3.0,18.0,,57.0,,,43.0,,,,4.0,19.0,,,,,23.0,1.0,10.0,,chr16_30065927,chr16_30067233
chr16_3020491_3021554,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,chr16_3020491,chr16_3021554
chr16_3021319_3021554,,40.0,,,,21.0,106.0,29.0,,,10.0,11.0,69.0,,,12.0,,,57.0,,,,,,83.0,,9.0,2.0,,,3.0,38.0,chr16_3021319,chr16_3021554
chr16_31091342_31094556,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,chr16_31091342,chr16_31094556
chr16_31093421_31094556,4.0,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,chr16_31093421,chr16_31094556
chr16_4694238_4694957,,,,,,,11.0,,,,,,,,,,,47.0,,,,,,,,,,,,,,,chr16_4694238,chr16_4694957
chr16_4694308_4694957,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,chr16_4694308,chr16_4694957
chr16_4731579_4734155,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,chr16_4731579,chr16_4734155
chr16_4730151_4734155,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr16_4730151,chr16_4734155
chr16_48189502_48192519,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr16_48189502,chr16_48192519
chr16_48187427_48192519,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr16_48187427,chr16_48192519
chr16_48205537_48210947,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr16_48205537,chr16_48210947
chr16_48208496_48210947,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr16_48208496,chr16_48210947
chr16_48252365_48258617,,,,,,,,4.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,chr16_48252365,chr16_48258617
chr16_48256741_48258617,,7.0,,,,,,,,,,14.0,2.0,,,7.0,21.0,,18.0,,2.0,,,,,,,6.0,,,,,chr16_48256741,chr16_48258617
chr16_5047964_5055245,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,chr16_5047964,chr16_5055245
chr16_5054711_5055245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,chr16_5054711,chr16_5055245
chr16_50742124_50742761,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,2.0,chr16_50742124,chr16_50742761
chr16_50742216_50742761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,chr16_50742216,chr16_50742761
chr16_50744866_50749575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,chr16_50744866,chr16_50749575
chr16_50742841_50749575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,chr16_50742841,chr16_50749575
chr16_53099268_53121299,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,chr16_53099268,chr16_53121299
chr16_53105691_53121299,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr16_53105691,chr16_53121299
chr16_53055077_53155925,,,,,,,,,,3.0,3.0,,,,,,,,,,,,3.0,,1.0,,,,,,,,chr16_53055077,chr16_53155925
chr16_53131058_53155925,,,,,,,,,,,,1.0,,,,4.0,,,,,,,1.0,,,,,,,,,,chr16_53131058,chr16_53155925
chr16_53134765_53155925,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr16_53134765,chr16_53155925
chr16_53141274_53155925,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr16_53141274,chr16_53155925
chr16_53157541_53209481,58.0,,,,3.0,,,,,3.0,4.0,,,22.0,,61.0,,,,,,,52.0,,30.0,,,8.0,,,,,chr16_53157541,chr16_53209481
chr16_53208709_53209481,,,,,,,,,,,,,8.0,,,,,,,,5.0,,,,,,,,,,,,chr16_53208709,chr16_53209481
chr16_53826521_53844154,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,chr16_53826521,chr16_53844154
chr16_53826491_53844154,,,,,,,,,,,,29.0,,,,17.0,,,,,9.0,,,,,,,,,7.0,,3.0,chr16_53826491,chr16_53844154
chr16_53934109_54111761,,,2.0,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,chr16_53934109,chr16_54111761
