Site,SRR7666488,SRR7666480,SRR7666591,SRR7666498,SRR7666581,SRR7666588,SRR7666487,SRR7666500,SRR7666592,SRR7666589,SRR7666595,SRR7666482,SRR7666494,SRR7666490,SRR7666354,SRR7666485,SRR7666497,SRR7666355,SRR7666358,SRR7666351,SRR7666586,SRR7666483,SRR7666357,SRR7666352,SRR7666484,SRR7666348,SRR7666583,SRR7666599,SRR7666495,SRR7666596,SRR7666347,SRR7666481,start,end
chr15_79889354_79898701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,chr15_79889354,chr15_79898701
chr15_80059809_80098415,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,chr15_80059809,chr15_80098415
chr15_80059809_80120327,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,6.0,,4.0,9.0,,,chr15_80059809,chr15_80120327
chr15_82750848_82752438,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,chr15_82750848,chr15_82752438
chr15_82750848_82754628,,,,,,,,,,11.0,,21.0,,,,,,,,,,,,,,,,,,4.0,,,chr15_82750848,chr15_82754628
chr15_82986369_82987335,10.0,,,,,1.0,,,,,,,,,,,,,,,,,24.0,,,,6.0,,,,46.0,,chr15_82986369,chr15_82987335
chr15_82986369_82986469,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,chr15_82986369,chr15_82986469
chr15_85658590_85662736,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,chr15_85658590,chr15_85662736
chr15_85658590_85664562,,,,,,,,,,,,,,,,,,,,,,,29.0,,,,,,,,,,chr15_85658590,chr15_85664562
chr15_88467782_88467907,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,chr15_88467782,chr15_88467907
chr15_88467782_88467910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,chr15_88467782,chr15_88467910
chr15_88639594_88651966,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,chr15_88639594,chr15_88651966
chr15_88639594_88652109,,,,,,48.0,,,,,,,31.0,,,,,,,,,,,,,,4.0,,,2.0,,,chr15_88639594,chr15_88652109
chr15_88639594_88652169,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,chr15_88639594,chr15_88652169
chr15_88899811_88901550,,,,,,,,23.0,,,,,,4.0,,,,,,,8.0,,,,,,,,,,,,chr15_88899811,chr15_88901550
chr15_88899811_88900656,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,chr15_88899811,chr15_88900656
chr15_88909923_88912123,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,chr15_88909923,chr15_88912123
chr15_88909923_88913246,,,,,,,,15.0,,,2.0,,,,,,,,,,,,,,,47.0,,,,,,,chr15_88909923,chr15_88913246
chr15_89326738_89326911,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,chr15_89326738,chr15_89326911
chr15_89326738_89326990,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,chr15_89326738,chr15_89326990
chr15_89837722_89837838,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr15_89837722,chr15_89837838
chr15_89837722_89838028,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,chr15_89837722,chr15_89838028
chr15_89837722_89871474,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,chr15_89837722,chr15_89871474
chr15_90088747_90090478,,,8.0,,,28.0,,24.0,,,,,35.0,,,,,,,,14.0,,,,,,,9.0,18.0,,,,chr15_90088747,chr15_90090478
chr15_90088747_90102275,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,chr15_90088747,chr15_90102275
chr15_92900824_92924320,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,chr15_92900824,chr15_92924320
chr15_92900824_92901166,,,,27.0,,8.0,,2.0,,,,,,,,,,30.0,,,,,10.0,,13.0,,,,,,,,chr15_92900824,chr15_92901166
chr15_92943068_92944414,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,chr15_92943068,chr15_92944414
chr15_92943068_92945820,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,chr15_92943068,chr15_92945820
chr15_99729731_99731172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,chr15_99729731,chr15_99731172
chr15_99729731_99731717,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,chr15_99729731,chr15_99731717
chr16_10761859_10767948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,,chr16_10761859,chr16_10767948
chr16_10761859_10769046,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,chr16_10761859,chr16_10769046
chr16_11556735_11586885,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,chr16_11556735,chr16_11586885
chr16_11556735_11561145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,chr16_11556735,chr16_11561145
chr16_11556735_11587150,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,chr16_11556735,chr16_11587150
chr16_11768501_11770782,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,chr16_11768501,chr16_11770782
chr16_11768501_11769030,13.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,chr16_11768501,chr16_11769030
chr16_11846843_11847667,7.0,,11.0,,5.0,3.0,28.0,48.0,,,27.0,65.0,64.0,19.0,100.0,63.0,,,,35.0,15.0,,21.0,25.0,,36.0,14.0,,51.0,10.0,82.0,,chr16_11846843,chr16_11847667
chr16_11846843_11850278,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,chr16_11846843,chr16_11850278
chr16_12046454_12047449,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,chr16_12046454,chr16_12047449
chr16_12046454_12048371,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,2.0,,,chr16_12046454,chr16_12048371
chr16_1309773_1312346,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,chr16_1309773,chr16_1312346
chr16_1309773_1314019,,,,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,,,,chr16_1309773,chr16_1314019
chr16_15119054_15125690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,chr16_15119054,chr16_15125690
chr16_15119054_15125550,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,chr16_15119054,chr16_15125550
chr16_1685587_1698810,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,chr16_1685587,chr16_1698810
chr16_1685587_1697811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,,chr16_1685587,chr16_1697811
chr16_1685587_1691842,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,9.0,,5.0,,,chr16_1685587,chr16_1691842
chr16_1786655_1786756,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,chr16_1786655,chr16_1786756
chr16_1786655_1787676,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,chr16_1786655,chr16_1787676
chr16_18789118_18790243,,,,,,,,9.0,,,,,,,,,,,,,,,,12.0,2.0,41.0,,,,,,,chr16_18789118,chr16_18790243
chr16_18789118_18790309,,,,,,,,,,,3.0,3.0,,,,,,14.0,,,2.0,,,3.0,,,,2.0,,,,,chr16_18789118,chr16_18790309
chr16_19469825_19472087,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,6.0,,,,,,chr16_19469825,chr16_19472087
chr16_19469825_19474124,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,chr16_19469825,chr16_19474124
chr16_19505092_19507686,,,,,,1.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,2.0,,chr16_19505092,chr16_19507686
chr16_19505092_19510838,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,chr16_19505092,chr16_19510838
chr16_1959754_1961496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,,chr16_1959754,chr16_1961496
chr16_1959754_1961152,,,,,14.0,14.0,,49.0,25.0,38.0,,,12.0,,,,,,43.0,64.0,,,,,,,,,32.0,17.0,,,chr16_1959754,chr16_1961152
chr16_1961636_1961796,,,,,11.0,,,,6.0,,,,,,,,,,23.0,44.0,1.0,,,,,,,,34.0,,53.0,,chr16_1961636,chr16_1961796
chr16_1961636_1961801,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,chr16_1961636,chr16_1961801
chr16_19733827_19735352,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,chr16_19733827,chr16_19735352
chr16_19733827_19788837,,,,,,,,,,,,,,,,,,46.0,,,,,,,,,,,,,,,chr16_19733827,chr16_19788837
chr16_208188_208600,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,chr16_208188,chr16_208600
chr16_208188_220648,9.0,,,,,7.0,,,,,,,,,,,6.0,60.0,,,,,,,,,,,,,,,chr16_208188,chr16_220648
chr16_208188_227241,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,chr16_208188,chr16_227241
chr16_21158746_21161084,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,chr16_21158746,chr16_21161084
chr16_21158746_21160977,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr16_21158746,chr16_21160977
chr16_21599898_21617864,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr16_21599898,chr16_21617864
chr16_21599898_21612644,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,chr16_21599898,chr16_21612644
chr16_2205512_2206030,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,chr16_2205512,chr16_2206030
chr16_2205512_2206060,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,chr16_2205512,chr16_2206060
chr16_22437492_22443806,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,chr16_22437492,chr16_22443806
chr16_22437492_22451619,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,chr16_22437492,chr16_22451619
chr16_22465818_22466196,,,,,,,,,,,2.0,4.0,,,,,,,,,,,,,,,,,,,,,chr16_22465818,chr16_22466196
chr16_22465818_22467190,,,,,,,,,,,,4.0,,,,4.0,,,,,,,,,29.0,,,,,,,,chr16_22465818,chr16_22467190
chr16_22513921_22519137,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr16_22513921,chr16_22519137
chr16_22513921_22523819,,,,,,,,7.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,chr16_22513921,chr16_22523819
chr16_23494378_23495713,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,chr16_23494378,chr16_23495713
chr16_23494378_23495693,,,,,,2.0,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,chr16_23494378,chr16_23495693
chr16_23494378_23495138,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,chr16_23494378,chr16_23495138
chr16_28538155_28538525,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,chr16_28538155,chr16_28538525
chr16_28538155_28538795,,,,,,,,,31.0,,,,,,45.0,23.0,76.0,,,,,99.0,,,,6.0,,,31.0,8.0,,,chr16_28538155,chr16_28538795
chr16_28538155_28539265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,chr16_28538155,chr16_28539265
chr16_29447026_29454015,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,chr16_29447026,chr16_29454015
chr16_29447026_29551188,,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr16_29447026,chr16_29551188
chr16_29561651_29565350,,8.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,chr16_29561651,chr16_29565350
chr16_29561651_29566085,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,chr16_29561651,chr16_29566085
chr16_29820510_29830473,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,chr16_29820510,chr16_29830473
chr16_29820510_29830514,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,1.0,,4.0,chr16_29820510,chr16_29830514
chr16_3020491_3021554,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,chr16_3020491,chr16_3021554
chr16_3020491_3021214,,27.0,,,,,44.0,,,,,,38.0,,,11.0,,,20.0,,,,11.0,,38.0,,,2.0,1.0,,6.0,12.0,chr16_3020491,chr16_3021214
chr16_30756272_30756354,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,chr16_30756272,chr16_30756354
chr16_30756272_30756366,,,7.0,,,,,,,,,23.0,,,,,,,,,,,,,,,1.0,,,,,,chr16_30756272,chr16_30756366
chr16_31091342_31093311,37.0,,12.0,,,,,,,,,,9.0,,,,,,,,,,,,,,,9.0,,,,,chr16_31091342,chr16_31093311
chr16_31091342_31094556,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,chr16_31091342,chr16_31094556
chr16_31188357_31189119,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,chr16_31188357,chr16_31189119
chr16_31188357_31189122,17.0,25.0,,,,,,,,,,,3.0,,,,,45.0,,17.0,,25.0,5.0,,,52.0,,,,,,,chr16_31188357,chr16_31189122
chr16_31885256_31890206,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,chr16_31885256,chr16_31890206
chr16_31885256_31914475,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,chr16_31885256,chr16_31914475
chr16_31916180_31916348,,,,,,,,,,,,,1.0,,,13.0,,,,,,,,,,,8.0,,,,,,chr16_31916180,chr16_31916348
chr16_31916180_31916264,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,chr16_31916180,chr16_31916264
chr16_4476487_4483636,,,,,,,,,,,,5.0,,,,,,,,,,,,,6.0,,,7.0,,,,,chr16_4476487,chr16_4483636
chr16_4476487_4505483,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,2.0,1.0,,,chr16_4476487,chr16_4505483
chr16_47610920_47633898,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,chr16_47610920,chr16_47633898
chr16_47610920_47641034,,,1.0,,,,,6.0,,,,,,,,,,,,,,15.0,,,,,,,,,,,chr16_47610920,chr16_47641034
chr16_48224429_48227805,,,7.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,chr16_48224429,chr16_48227805
chr16_48224429_48227841,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr16_48224429,chr16_48227841
chr16_48252365_48256609,,33.0,,,,,,,,,,28.0,,,,29.0,26.0,,29.0,,10.0,,,,,,,13.0,,,,,chr16_48252365,chr16_48256609
chr16_48252365_48258617,,,,,,,,4.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,chr16_48252365,chr16_48258617
chr16_5047964_5055245,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,chr16_5047964,chr16_5055245
chr16_5047964_5054616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,chr16_5047964,chr16_5054616
chr16_53099268_53121299,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,chr16_53099268,chr16_53121299
chr16_53099268_53105615,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr16_53099268,chr16_53105615
chr16_53934109_53979370,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,chr16_53934109,chr16_53979370
chr16_53934109_54111761,,,2.0,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,chr16_53934109,chr16_54111761
chr16_54925213_54928493,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,chr16_54925213,chr16_54928493
chr16_54925213_54928769,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,chr16_54925213,chr16_54928769
chr16_55537632_55541837,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr16_55537632,chr16_55541837
chr16_55537632_55545734,,,,,,,13.0,,,,,,5.0,,,,,,,,,,,,,,,,,,,,chr16_55537632,chr16_55545734
chr16_56470791_56473633,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,chr16_56470791,chr16_56473633
chr16_56470791_56474827,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,12.0,,56.0,,chr16_56470791,chr16_56474827
chr16_56608683_56608991,66.0,268.0,3.0,,184.0,13.0,57.0,8.0,,,,,16.0,13.0,,50.0,17.0,101.0,97.0,191.0,1.0,161.0,55.0,225.0,23.0,,,13.0,,,35.0,31.0,chr16_56608683,chr16_56608991
chr16_56608683_56658674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,chr16_56608683,chr16_56658674
chr16_56609057_56639858,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,chr16_56609057,chr16_56639858
chr16_56609057_56609262,85.0,202.0,,,70.0,17.0,29.0,,,,,,,,,29.0,,84.0,63.0,178.0,5.0,,13.0,201.0,,,,,,,,,chr16_56609057,chr16_56609262
chr16_56609057_56618588,,,,,42.0,,,,,,,,,,,,2.0,2.0,14.0,,,56.0,,5.0,,,,6.0,,,,,chr16_56609057,chr16_56618588
chr16_56625879_56626465,2.0,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,6.0,,,,chr16_56625879,chr16_56626465
chr16_56625879_56626879,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr16_56625879,chr16_56626879
chr16_56935312_56935400,45.0,,30.0,94.0,3.0,34.0,47.0,119.0,,,43.0,39.0,80.0,,,,,129.0,107.0,,3.0,,82.0,27.0,,,72.0,,75.0,7.0,,,chr16_56935312,chr16_56935400
chr16_56935312_56935403,,,3.0,,,,,,4.0,,,,,,,,26.0,,,,,,,,,,,,,,,,chr16_56935312,chr16_56935403
chr16_56935312_56936686,,,,71.0,,,,13.0,,,,,,,,25.0,,,,,,,,,62.0,,4.0,,,,,,chr16_56935312,chr16_56936686
chr16_56936817_56939894,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,chr16_56936817,chr16_56939894
chr16_56936817_56939236,34.0,,21.0,107.0,,65.0,29.0,110.0,,,26.0,32.0,63.0,,,11.0,29.0,112.0,63.0,,,,52.0,26.0,46.0,,65.0,2.0,63.0,10.0,,,chr16_56936817,chr16_56939236
chr16_56939359_56940176,,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,chr16_56939359,chr16_56940176
chr16_56939359_56939894,63.0,,93.0,221.0,18.0,181.0,49.0,262.0,,,91.0,93.0,163.0,,,52.0,52.0,231.0,219.0,,5.0,,175.0,76.0,103.0,,193.0,7.0,131.0,39.0,,,chr16_56939359,chr16_56939894
chr16_57186451_57204503,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,chr16_57186451,chr16_57204503
chr16_57186451_57204619,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr16_57186451,chr16_57204619
chr16_57213946_57216106,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,chr16_57213946,chr16_57216106
chr16_57213946_57216240,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,chr16_57213946,chr16_57216240
chr16_58534395_58536967,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,chr16_58534395,chr16_58536967
chr16_58534395_58536988,,,,,4.0,3.0,,,,,,,4.0,,,,,,,,,2.0,23.0,,,,,,,,,,chr16_58534395,chr16_58536988
chr16_58555908_58556846,,,,,6.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,chr16_58555908,chr16_58556846
chr16_58555908_58556861,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,chr16_58555908,chr16_58556861
chr16_58623409_58629727,,,,2.0,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,chr16_58623409,chr16_58629727
chr16_58623409_58624652,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,chr16_58623409,chr16_58624652
chr16_66552793_66558189,,,,,,2.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,chr16_66552793,chr16_66558189
chr16_66552793_66563071,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,chr16_66552793,chr16_66563071
chr16_66552793_66563121,10.0,,,,,,,,,,,,,,,,37.0,,43.0,,,,,,,71.0,,,,,,8.0,chr16_66552793,chr16_66563121
chr16_66723822_66724661,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,chr16_66723822,chr16_66724661
chr16_66723822_66725827,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,chr16_66723822,chr16_66725827
chr16_66810772_66813563,,,3.0,,,,,,,,,,9.0,,,,,,,,,,,,,,3.0,,,2.0,,,chr16_66810772,chr16_66813563
chr16_66810772_66816964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,chr16_66810772,chr16_66816964
chr16_668411_668655,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,chr16_668411,chr16_668655
chr16_668411_668487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,chr16_668411,chr16_668487
chr16_670773_670891,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,chr16_670773,chr16_670891
chr16_670773_670888,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,chr16_670773,chr16_670888
chr16_67156668_67159837,5.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,chr16_67156668,chr16_67159837
chr16_67156668_67161541,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,chr16_67156668,chr16_67161541
chr16_67453715_67457563,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,chr16_67453715,chr16_67457563
chr16_67453715_67480956,,,,,,13.0,14.0,13.0,,,7.0,,45.0,,,,,,,,1.0,,,83.0,,,,,,,,,chr16_67453715,chr16_67480956
chr16_68645424_68645635,26.0,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,,,,,,chr16_68645424,chr16_68645635
chr16_68645424_68676384,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,chr16_68645424,chr16_68676384
chr16_68687736_68691719,42.0,16.0,,,18.0,,24.0,,,,,,,,,47.0,,,,,,,,,25.0,,,,,6.0,,,chr16_68687736,chr16_68691719
chr16_68687736_68695254,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,chr16_68687736,chr16_68695254
chr16_68695923_68698190,18.0,,,,,,,,,,,,,,,58.0,,,,,,,,,,,,,,,,,chr16_68695923,chr16_68698190
chr16_68695923_68698092,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr16_68695923,chr16_68698092
chr16_68815759_68819279,23.0,3.0,2.0,,,1.0,,,,,,,,,,,,,,,,9.0,,,,,,,,23.0,,24.0,chr16_68815759,chr16_68819279
chr16_68815759_68822000,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,chr16_68815759,chr16_68822000
chr16_69132689_69133457,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,chr16_69132689,chr16_69133457
chr16_69132689_69133511,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr16_69132689,chr16_69133511
chr16_70316104_70317495,,,,,,,,21.0,,,,,4.0,,,,,,,,,,11.0,,,,,,,4.0,,,chr16_70316104,chr16_70317495
chr16_70316104_70324584,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,chr16_70316104,chr16_70324584
chr16_70678409_70679109,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,chr16_70678409,chr16_70679109
chr16_70678409_70679629,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,chr16_70678409,chr16_70679629
chr16_71921453_71922477,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr16_71921453,chr16_71922477
chr16_71921453_71922473,32.0,,4.0,,16.0,,,10.0,,23.0,14.0,11.0,11.0,,96.0,36.0,,,,,4.0,2.0,24.0,103.0,,,22.0,14.0,,,,,chr16_71921453,chr16_71922473
chr16_72056243_72058253,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,chr16_72056243,chr16_72058253
chr16_72056243_72056529,,,,,,,,,,,,,,,16.0,,,187.0,132.0,90.0,,,140.0,190.0,,398.0,,,,,8.0,,chr16_72056243,chr16_72056529
chr16_72056631_72057391,,,,,,,,,,,,,,,318.0,,,2677.0,2243.0,1390.0,,,3195.0,3440.0,,1611.0,,,,,234.0,,chr16_72056631,chr16_72057391
chr16_72056631_72059113,,,,,,,,,,,,,,,2.0,,,7.0,7.0,2.0,,,6.0,10.0,,1.0,,,,,,,chr16_72056631,chr16_72059113
chr16_72057466_72058253,,,,,,,,,,,,,,,135.0,,,1010.0,762.0,530.0,,,914.0,1235.0,,544.0,,,,,67.0,,chr16_72057466,chr16_72058253
chr16_72057466_72060111,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,chr16_72057466,chr16_72060111
chr16_77212646_77212836,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr16_77212646,chr16_77212836
chr16_77212646_77212856,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr16_77212646,chr16_77212856
chr16_80976179_80980769,,,,,,,,,,,,,,,,,,32.0,,,,,,62.0,,,,,,,,,chr16_80976179,chr16_80980769
chr16_80976179_80981805,,,,,,,,,,,,,,,,11.0,,,,,,,,,5.0,,,,,,,,chr16_80976179,chr16_80981805
chr16_82164194_82170598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,chr16_82164194,chr16_82170598
chr16_82164194_82170124,,,,,,5.0,,2.0,,,,,,,,,17.0,,,,,,,,,,,9.0,,,,5.0,chr16_82164194,chr16_82170124
chr16_84700111_84704739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,chr16_84700111,chr16_84704739
chr16_84700111_84733052,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr16_84700111,chr16_84733052
chr16_87402281_87402922,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr16_87402281,chr16_87402922
chr16_87402281_87402925,,,,,,,25.0,,,,,,,,,,,,,36.0,,,,,,,,,,,,,chr16_87402281,chr16_87402925
chr16_89548113_89550493,18.0,,,,,7.0,,,6.0,,4.0,,,6.0,,,,,,,,,,,,,4.0,,,,,,chr16_89548113,chr16_89550493
chr16_89548113_89552978,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,chr16_89548113,chr16_89552978
chr16_89554563_89555877,,,,,,,,,4.0,,,,,18.0,,,,,,,,,,,,,,,,,,,chr16_89554563,chr16_89555877
chr16_89554563_89556886,8.0,,7.0,,,3.0,,,,,5.0,,,,,,,,,,,14.0,,,,,3.0,,,,,,chr16_89554563,chr16_89556886
chr16_89907322_89908965,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,chr16_89907322,chr16_89908965
chr16_89907322_89910590,,,7.0,,,,,,,12.0,4.0,26.0,18.0,,,19.0,,,,,,,,,,,3.0,,,,,,chr16_89907322,chr16_89910590
chr16_90032924_90036380,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,chr16_90032924,chr16_90036380
chr16_90032924_90035632,,,,,,,,,,,1.0,,4.0,,,,,,,,,,,,,,,,,,,,chr16_90032924,chr16_90035632
